City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
274,sola,-13.8833,167.55,25.94,76,92,8.55,VU,1686145371
275,lakatoro,-16.0999,167.4164,24.21,76,99,4.24,VU,1686145371
276,karratha,-20.7377,116.8463,20.25,57,52,3.24,AU,1686145371
277,fayroz koh,34.5195,65.2509,22.68,14,0,8.21,AF,1686145371
278,ataq,14.5377,46.8319,34.51,17,87,4.43,YE,1686145372
279,taltal,-25.4,-70.4833,17.22,71,30,1.16,CL,1686145372
280,lisakovsk,52.5369,62.4936,18.2,61,72,8.83,KZ,1686145126
281,kiunga,-6.1219,141.2906,23.39,99,79,0.86,PG,1686145372
282,camarinas,43.1311,-9.1817,21.77,89,100,3.71,ES,1686145372
283,caister-on-sea,52.6481,1.7265,16.9,77,0,5.97,GB,1686145372
284,reo,12.3167,-2.4667,39.19,22,90,0.39,BF,1686145373
285,angaur state,6.906,134.13,28.64,78,100,5.75,PW,1686145373
286,enewetak,11.3474,162.3373,28.05,79,100,8.25,MH,1686145373
287,igarka,67.4667,86.5833,16.02,53,100,5.76,RU,1686145373
288,fortuna,40.5982,-124.1573,12.59,93,75,0.0,US,1686145374
289,nagqu,31.5,92.0,8.62,45,33,3.53,CN,1686145374
290,antalaha,-14.9003,50.2788,25.38,71,7,3.82,MG,1686145374
291,itoman,26.1247,127.6694,26.43,96,20,4.12,JP,1686145374
292,amga,60.8953,131.9608,15.3,69,100,1.05,RU,1686145374
293,cooper's town,26.8667,-77.5167,26.54,71,100,3.85,BS,1686145374
294,kupang,-10.1667,123.5833,25.57,74,97,6.1,ID,1686145375
295,broome,42.2506,-75.833,11.21,76,100,3.09,US,1686145375
296,dwarka,22.2394,68.9678,29.06,84,0,7.28,IN,1686145375
297,dryden,49.7833,-92.7503,15.16,51,100,4.12,CA,1686145375
298,saint-benoit,-21.038,55.7194,25.06,82,20,4.48,RE,1686145376
299,san pedro pochutla,15.7333,-96.4667,27.06,68,51,0.53,MX,1686145376
300,port-vila,-17.7338,168.3219,19.78,100,40,1.54,VU,1686145126
301,siuna,13.7332,-84.7773,27.1,78,41,0.68,NI,1686145377
302,mermoz boabab,14.7065,-17.4758,33.31,74,75,8.23,SN,1686145377
303,dongning,44.0622,131.1207,12.63,93,78,1.24,CN,1686145377
304,yung shue wan,22.2333,114.1167,29.26,82,100,4.6,HK,1686145377
305,wuhai,39.6647,106.8122,23.2,23,7,9.07,CN,1686145377
306,corinto,37.9407,22.9573,26.05,33,100,2.77,GR,1686145378
307,islamkot,24.6997,70.177,35.29,41,0,8.33,PK,1686145378
308,callao,-12.0667,-77.15,23.16,73,100,1.54,PE,1686145378
309,mogocha,53.7333,119.7667,10.29,79,98,3.2,RU,1686145378
310,makokou,0.5738,12.8642,28.19,74,100,1.14,GA,1686145378
311,murzuq,25.9155,13.9184,37.43,13,93,5.41,LY,1686145379
312,nema,57.5067,50.5011,16.09,47,53,2.87,RU,1686145379
313,ust-nera,64.5667,143.2,6.09,98,100,1.18,RU,1686145379
314,masterton,-40.9597,175.6575,8.09,87,92,0.38,NZ,1686145379
315,necochea,-38.5473,-58.7368,12.9,55,22,3.23,AR,1686145379
316,noumea,-22.2763,166.4572,21.11,99,32,3.25,NC,1686144962
317,cacoal,-11.4386,-61.4472,28.11,59,30,0.32,BR,1686145336
318,kalka,30.8344,76.9333,24.52,52,49,4.09,IN,1686145380
319,itaituba,-4.2761,-55.9836,28.09,83,75,5.14,BR,1686145380
320,happy valley-goose bay,53.3168,-60.3315,5.17,93,100,10.8,CA,1686145380
321,caleta de carquin,-11.0925,-77.6267,22.43,79,78,2.79,PE,1686145381
322,al lagowa,11.4,29.1333,31.39,40,100,1.36,SD,1686145381
323,puerto aysen,-45.4,-72.7,6.02,100,75,0.0,CL,1686145381
324,kayangel,8.0823,134.7173,28.79,76,100,6.07,PW,1686145381
325,al kharijah,25.4514,30.5464,44.99,7,5,2.58,EG,1686145382
326,machico,32.7,-16.7667,23.35,84,40,10.8,PT,1686145382
327,paka,4.6374,103.4368,24.96,94,100,0.0,MY,1686145382
328,great falls,47.5002,-111.3008,15.23,91,0,2.57,US,1686145374
329,hailun,47.45,126.9333,13.6,84,28,3.82,CN,1686145383
330,mount isa,-20.7333,139.5,16.87,67,94,1.03,AU,1686145383
331,saint-marcellin,45.15,5.3167,27.9,52,9,1.8,FR,1686145383
332,alegrete,-29.7831,-55.7919,22.27,63,40,4.56,BR,1686145383
333,birao,10.2849,22.7882,31.63,47,100,0.71,CF,1686145384
334,ulladulla,-35.35,150.4667,14.02,83,89,4.09,AU,1686145384
335,villajoyosa,38.5075,-0.2335,21.19,90,100,2.19,ES,1686145384
336,telerghma,36.1165,6.3543,28.67,37,94,6.46,DZ,1686145384
337,lorengau,-2.0226,147.2712,27.54,80,100,3.11,PG,1686145384
338,nyrob,60.733,56.7202,14.38,49,94,3.11,RU,1686145385
339,saipan,15.1355,145.701,27.58,100,75,8.23,MP,1686145385
340,obidos,-1.9175,-55.5181,30.35,59,15,2.76,BR,1686145385
341,saint-philippe,-21.3585,55.7679,24.77,83,41,4.55,RE,1686145385
342,novodvinsk,64.4165,40.8122,9.76,41,93,3.55,RU,1686145385
343,mount gambier,-37.8333,140.7667,12.08,91,51,3.94,AU,1686145386
344,tabou,4.423,-7.3528,25.88,90,96,4.77,CI,1686145386
345,maintirano,-18.0667,44.0167,27.04,61,0,4.77,MG,1686145386
346,uzyn,49.8262,30.4149,21.63,53,100,1.98,UA,1686145387
347,san marcos de colon,13.4333,-86.8,17.85,78,100,1.08,HN,1686145387
348,kailua-kona,19.6406,-155.9956,23.98,80,100,2.68,US,1686145387
349,grajales,19.25,-97.7833,16.34,64,75,1.14,MX,1686145387
350,poso,-1.3959,120.7524,24.98,77,11,2.32,ID,1686145387
351,pacific grove,36.6177,-121.9166,14.25,90,100,2.06,US,1686145366
352,tazovsky,67.4667,78.7,11.75,71,97,3.02,RU,1686145388
353,kerikeri,-35.2268,173.9474,11.62,86,91,0.45,NZ,1686145388
354,barra de santo antonio,-9.4047,-35.5072,24.6,76,100,3.27,BR,1686145388
355,alofi,-19.0595,-169.9187,23.94,78,100,3.09,NU,1686145388
356,sinop,41.7711,34.8709,17.24,76,37,2.71,TR,1686145388
357,shimoda,34.6667,138.95,20.06,91,100,3.28,JP,1686145389
358,modimolle,-24.7,28.4,25.54,25,0,3.56,ZA,1686145389
359,silver city,32.7701,-108.2803,17.57,58,0,1.54,US,1686145389
360,makoua,0.0069,15.6333,31.35,54,99,1.69,CG,1686145389
361,tamanrasset,22.785,5.5228,36.95,9,0,2.06,DZ,1686145389
362,manicore,-5.8092,-61.3003,28.97,79,0,0.51,BR,1686145390
363,vilyuchinsk,52.9306,158.4028,6.15,88,20,0.03,RU,1686145390
364,mili,6.0815,171.735,28.47,79,100,7.63,MH,1686145390
365,uba,-21.12,-42.9428,22.71,60,0,0.99,BR,1686145383
366,afif,23.9065,42.9172,36.78,11,46,3.42,SA,1686145391
367,lihue,21.9789,-159.3672,21.77,83,40,2.06,US,1686145391
368,halifax,44.6453,-63.5724,10.94,95,100,6.69,CA,1686145072
369,mangrol,21.1167,70.1167,29.19,78,3,5.59,IN,1686145391
370,ko pha ngan,9.7578,100.0291,26.38,72,100,8.73,TH,1686145391
371,ijui,-28.3878,-53.9147,22.06,58,9,2.67,BR,1686145296
372,kish,26.5578,54.0194,34.15,66,0,5.14,IR,1686145392
373,minas de marcona,-15.2119,-75.1103,16.27,70,6,2.12,PE,1686145392
374,westport,41.1415,-73.3579,17.87,64,0,4.12,US,1686145102
375,ak-dovurak,51.1833,90.6,20.05,64,93,3.09,RU,1686145392
376,ulsteinvik,62.3432,5.8487,13.5,78,69,1.34,NO,1686145393
377,tonning,54.3167,8.95,21.24,67,2,4.22,DE,1686145393
378,taft,31.7471,54.2088,33.97,14,40,2.06,IR,1686145393
379,puerto deseado,-47.7503,-65.8938,7.37,45,100,5.68,AR,1686145393
380,yuzhno-kurilsk,44.0306,145.8556,11.41,99,100,4.77,RU,1686145393
381,hirara,24.8,125.2833,26.15,89,20,4.12,JP,1686145394
382,clodomira,-27.5744,-64.1311,21.37,77,100,0.71,AR,1686145394
383,puerto lempira,15.2667,-83.7667,28.08,74,20,0.0,HN,1686145394
384,agat village,13.3886,144.6585,27.52,87,20,3.6,GU,1686145394
385,laguna,38.421,-121.4238,15.72,86,0,3.09,US,1686145394
386,antigo,45.1402,-89.1523,15.06,47,0,2.57,US,1686145395
387,sheridan,44.8333,-106.9173,20.73,84,0,0.89,US,1686145395
388,berdsk,54.7551,83.0967,28.78,64,100,4.3,RU,1686145395
389,ormara,25.2088,64.6357,29.2,86,0,3.34,PK,1686145395
390,santana,-0.0583,-51.1817,29.1,84,75,3.09,BR,1686145157
391,chhala,23.3,72.7667,36.78,23,0,4.63,IN,1686145396
392,nemuro,43.3236,145.575,10.67,100,100,4.73,JP,1686145396
393,axim,4.8699,-2.2405,26.33,82,100,3.09,GH,1686145396
394,plastun,44.7561,136.2939,9.9,98,98,0.84,RU,1686145396
395,baijiantan,45.6333,85.1833,35.3,7,0,3.92,CN,1686145397
396,houlton,46.1262,-67.8403,10.4,92,100,4.12,US,1686145397
397,joshimath,30.5667,79.5667,16.67,78,76,1.34,IN,1686145397
398,bamyan,34.75,67.25,15.83,20,0,6.17,AF,1686145397
399,marsa alam,25.0757,34.8918,32.43,47,0,2.22,EG,1686145397
400,mana,5.6592,-53.7767,28.89,71,34,4.51,GF,1686145398
401,ancud,-41.8697,-73.8203,7.32,90,100,5.2,CL,1686145398
402,port moresby,-9.4431,147.1797,24.87,92,100,4.71,PG,1686145398
403,banda aceh,5.5577,95.3222,27.36,80,84,5.27,ID,1686145398
404,xiangtan,27.85,112.9,29.18,82,98,1.75,CN,1686145398
405,bear valley springs,35.1591,-118.6284,9.93,94,98,1.34,US,1686145387
406,cullman,34.1748,-86.8436,25.05,88,0,0.0,US,1686145399
407,vorkuta,67.5,64.0,7.93,53,100,6.36,RU,1686145399
408,livingston,55.9029,-3.5226,19.21,72,40,6.17,GB,1686145335
409,ayr,55.4627,-4.6339,20.17,55,20,4.12,GB,1686145400
410,quarai,-30.3875,-56.4514,22.09,68,48,4.95,BR,1686145400
411,taoudenni,22.6783,-3.9836,42.92,7,0,6.18,ML,1686145400
412,jeddah,21.5169,39.2192,33.92,62,20,5.66,SA,1686145140
413,albertina,-22.2008,-46.6158,20.34,47,0,1.46,BR,1686145401
414,gizo,-8.103,156.8419,27.84,82,71,4.93,SB,1686145401
415,polyarnyy,69.1989,33.4478,7.49,57,100,3.0,RU,1686145401
416,solleftea,63.1667,17.2667,16.92,35,23,4.82,SE,1686145401
417,tucuma,-0.1833,-50.05,29.31,67,7,2.57,BR,1686145401
418,saldanha,-33.0117,17.9442,13.03,88,100,12.03,ZA,1686145402
419,acarau,-2.8856,-40.12,29.65,64,5,5.12,BR,1686145402
420,guarapari,-20.6667,-40.4975,24.38,64,0,2.2,BR,1686145402
421,ichnya,50.8626,32.3942,23.16,49,100,2.42,UA,1686145402
422,mutare,-18.9707,32.6709,23.93,40,10,4.18,ZW,1686145403
423,kuacjok,8.3002,27.9903,33.31,40,100,1.73,SS,1686145403
424,bushehr,28.9684,50.8385,35.05,46,0,6.17,IR,1686145403
425,arpajon-sur-cere,44.9026,2.4581,25.17,53,75,3.09,FR,1686145403
426,new norfolk,-42.7826,147.0587,13.82,80,100,0.89,AU,1686145404
427,eraan,9.0629,117.7016,26.97,86,73,2.18,PH,1686145404
428,selfoss,63.9331,-20.9971,10.43,65,57,6.15,IS,1686145404
429,wiang sa,8.6359,99.3666,27.16,87,100,1.02,TH,1686145404
430,horta,38.5333,-28.6333,20.8,69,40,6.26,PT,1686145404
431,mammoth lakes,37.6485,-118.9721,4.4,79,0,0.0,US,1686145348
432,the bottom,17.6259,-63.2492,28.31,77,78,7.01,BQ,1686145405
433,christies beach,-35.1396,138.4698,14.84,74,17,9.83,AU,1686145405
434,dili,-8.5586,125.5736,26.14,73,92,1.77,TL,1686145405
435,saidpur,25.7777,88.8917,34.7,36,10,2.81,BD,1686145406
436,inirida,3.8653,-67.9239,23.36,96,100,1.31,CO,1686145406
437,mersa matruh,31.3525,27.2453,24.11,69,75,6.17,EG,1686145406
438,neiafu,-18.65,-173.9833,24.38,94,75,0.0,TO,1686145406
439,pianillo,40.8317,14.5333,26.99,61,8,3.35,IT,1686145406
440,santander jimenez,24.2167,-98.4667,26.96,69,15,1.93,MX,1686145407
441,yarmouth,41.7057,-70.2286,17.83,72,0,5.81,US,1686145113
442,bu'aale,1.0833,42.5833,32.02,44,58,4.21,SO,1686145407
443,mejit,10.2753,170.8646,27.53,84,95,8.6,MH,1686145407
444,lata,40.1629,-8.3327,26.38,53,83,4.35,PT,1686145407
445,iskateley,67.6803,53.1512,5.46,56,100,6.39,RU,1686145408
446,testour,36.5513,9.4431,32.24,40,100,1.29,TN,1686145408
447,karapinar,37.716,33.5506,26.24,27,0,4.14,TR,1686145408
448,nerva,37.6963,-6.5497,27.39,51,80,6.4,ES,1686145408
449,thunder bay,48.4001,-89.3168,13.99,62,20,4.12,CA,1686145385
450,canutama,-6.5339,-64.3831,29.57,67,68,0.4,BR,1686145409
451,rybinsk,58.0446,38.8426,14.48,79,97,5.6,RU,1686145409
452,benguela,-12.5763,13.4055,24.22,73,42,3.55,AO,1686145409
453,calvi,42.5,8.8333,21.35,57,0,4.12,FR,1686145409
454,formosa do rio preto,-11.0483,-45.1931,29.89,38,4,3.5,BR,1686145409
455,pacocha,-17.5833,-71.3333,19.08,83,0,3.09,PE,1686145410
456,ascension,30.2169,-90.9001,26.67,91,0,0.0,US,1686145410
457,fortaleza,-3.7227,-38.5247,29.07,74,75,6.17,BR,1686145410
458,chegdomyn,51.1167,133.0167,11.54,95,32,1.24,RU,1686145410
459,sotkamo,64.1333,28.4167,11.01,46,98,3.46,FI,1686145411
460,kuraymah,18.55,31.85,41.28,18,60,2.35,SD,1686145411
461,kirakira,-10.4544,161.9205,25.75,87,16,2.33,SB,1686145411
462,chapadinha,-3.7417,-43.3603,29.37,66,21,2.43,BR,1686145411
463,bontang,0.1333,117.5,26.43,85,14,2.17,ID,1686145411
464,keetmanshoop,-26.5833,18.1333,26.51,4,0,7.72,NA,1686145412
465,san jose,37.3394,-121.895,15.49,78,100,3.6,US,1686144879
466,ilha de mocambique,-15.0342,40.7358,27.06,67,0,6.22,MZ,1686145412
467,sao jose da coroa grande,-8.8978,-35.1478,27.27,74,97,3.13,BR,1686145412
468,viqueque,-8.8673,126.3658,24.32,89,100,1.25,TL,1686145412
469,praia da vitoria,38.7333,-27.0667,21.14,73,20,8.88,PT,1686145412
470,dhidhdhoo,6.8833,73.1,28.7,77,100,6.47,MV,1686145413
471,airuk,7.2772,168.8203,27.03,82,100,10.43,MH,1686145413
472,vangaindrano,-23.35,47.6,22.34,85,23,2.05,MG,1686145413
473,andergrove,-21.0833,149.1833,20.37,79,100,4.61,AU,1686145413
474,kingston,17.997,-76.7936,28.53,74,20,2.57,JM,1686145244
475,la huerta,19.4667,-104.65,20.27,72,13,0.48,MX,1686145414
476,gunjur,13.2019,-16.7339,35.04,49,0,1.03,GM,1686145414
477,volodarskiy,46.4013,48.5409,25.97,27,99,2.79,RU,1686145414
478,san fernando,15.0286,120.6898,25.85,88,99,0.9,PH,1686145414
479,buala,-8.145,159.5921,26.38,85,81,1.67,SB,1686145415
480,lubang,13.8584,120.124,28.94,77,100,4.18,PH,1686145415
481,multai,21.7667,78.25,34.87,20,99,4.14,IN,1686145415
482,galliano,29.4422,-90.2992,28.0,69,0,0.0,US,1686145415
483,emerald,-23.5333,148.1667,14.63,79,43,4.31,AU,1686145416
484,guroymak,38.5774,42.0281,25.66,30,7,1.73,TR,1686145416
485,dire,12.2833,-10.9667,41.12,16,100,3.78,ML,1686145416
486,khovd,48.0056,91.6419,24.64,22,57,1.39,MN,1686145416
487,tahe,52.3333,124.7333,11.91,93,100,2.53,CN,1686145416
488,kokopo,-4.352,152.2633,25.03,87,22,2.89,PG,1686145416
489,buxton,53.2574,-1.9098,17.54,70,0,2.24,GB,1686145417
490,rocha,-34.4833,-54.3333,15.96,94,100,2.49,UY,1686145346
491,alice springs,-23.7,133.8833,16.75,82,75,3.6,AU,1686145231
492,lauro de freitas,-12.8944,-38.3272,25.01,83,100,4.12,BR,1686145417
493,holualoa,19.6228,-155.9522,21.91,82,100,2.68,US,1686145417
494,bafia,4.75,11.2333,27.1,82,100,1.55,CM,1686145418
495,yemetsk,63.4721,41.7941,12.62,34,100,2.61,RU,1686145418
496,zinjibar,13.1287,45.3807,32.91,65,62,3.72,YE,1686145418
497,qarah zia' od din,38.8915,45.0255,24.48,52,87,0.81,IR,1686145418
498,lazaro cardenas,17.9583,-102.2,28.37,68,67,1.37,MX,1686145418
499,shingu,33.7333,135.9833,19.16,85,100,2.19,JP,1686145419
500,ta`u,-14.2336,-169.5144,27.48,77,83,9.46,AS,1686145419
501,mareeba,-17.0,145.4333,19.69,91,94,1.3,AU,1686145419
502,umm kaddadah,13.6017,26.6876,33.44,34,85,2.81,SD,1686145420
503,lewiston orchards,46.3804,-116.9754,21.26,52,0,1.54,US,1686145420
504,charlottetown,46.2352,-63.1267,12.1,96,100,5.66,CA,1686145162
505,stephenville,32.2207,-98.2023,24.31,80,0,0.89,US,1686145246
506,khost,33.3395,69.9204,29.49,31,0,4.24,AF,1686145420
507,mao,39.8885,4.2658,23.31,64,20,4.12,ES,1686145421
508,codrington,-38.2667,141.9667,12.81,92,32,3.9,AU,1686145421
509,cheria,35.2731,7.7519,25.21,31,100,4.31,DZ,1686145421
510,preobrazheniye,42.9019,133.9064,12.31,90,36,0.64,RU,1686145421
511,yoko,5.5333,12.3167,23.27,89,95,0.88,CM,1686145421
512,ishigaki,24.3448,124.1572,26.07,89,40,2.06,JP,1686145422
513,alpena,45.0617,-83.4327,16.18,56,0,6.69,US,1686145422
514,kinablangan,7.6947,126.5503,26.64,85,100,2.04,PH,1686145422
515,matoury,4.8483,-52.3317,28.98,74,75,2.06,GF,1686145422
516,buulobarde,3.8538,45.5674,34.29,30,100,7.51,SO,1686145423
517,toungo,8.1167,12.05,24.88,82,100,1.54,NG,1686145423
518,forster,-32.1667,152.5167,14.02,82,47,3.94,AU,1686145423
519,potosi,-19.5836,-65.7531,8.67,9,0,1.1,BO,1686145423
520,chazuta,-6.5742,-76.1367,24.47,76,89,0.96,PE,1686145423
521,tyukalinsk,55.8732,72.1967,26.27,41,82,6.72,RU,1686145424
522,chegutu,-18.1302,30.1407,27.69,19,0,1.77,ZW,1686145424
523,saint-leu,-21.15,55.2833,24.48,89,32,2.06,RE,1686145424
524,lobujya,27.95,86.8167,-2.49,95,92,2.07,NP,1686145424
525,nanakuli,21.3906,-158.1547,24.97,80,0,2.06,US,1686145424
526,tremp,42.167,0.8949,22.37,64,100,2.31,ES,1686145425
527,tucupita,9.0622,-62.051,31.55,54,13,3.17,VE,1686145425
528,verkhnedneprovskiy,54.9813,33.3457,21.41,48,18,4.53,RU,1686145425
529,berezovyy,51.6667,135.7,12.85,98,100,1.78,RU,1686145425
530,tori-fatehpur,25.45,79.1333,39.76,14,65,3.5,IN,1686145425
531,bandarbeyla,9.4942,50.8122,30.38,62,100,11.49,SO,1686145426
532,jalqani,12.4486,34.2186,33.44,39,78,3.33,SD,1686145426
533,ballina,-28.8667,153.5667,13.77,73,89,0.66,AU,1686145426
534,varazdin,46.3044,16.3378,25.27,45,31,2.33,HR,1686145426
535,tippi,7.2,35.45,24.5,73,100,0.36,ET,1686145426
536,kibuye,-2.0597,29.3482,22.31,72,32,3.17,RW,1686145427
537,uliastay,47.7417,96.8444,17.62,38,5,3.52,MN,1686145427
538,palikir - national government center,6.9248,158.1611,25.41,94,75,0.0,FM,1686145427
539,kirkwall,58.9848,-2.9587,13.03,67,75,0.0,GB,1686145427
540,byron bay,-28.65,153.6167,13.73,77,96,0.79,AU,1686145428
541,tokar,18.4254,37.729,38.16,22,5,5.33,SD,1686145428
542,bereket,39.2446,55.5154,33.21,35,57,6.5,TM,1686145428
543,tommot,58.9564,126.2925,11.64,87,37,1.16,RU,1686145428
544,kavaje,41.1856,19.5569,24.09,60,100,3.75,AL,1686145429
545,nicoya,10.1483,-85.452,28.29,77,99,0.38,CR,1686145429
546,chilliwack,49.1747,-121.9443,19.03,54,0,5.14,CA,1686145429
547,san andres,12.5847,-81.7006,30.01,79,20,3.6,CO,1686145429
548,pan de azucar,-34.8,-55.2333,15.95,90,75,5.14,UY,1686145429
549,mugia,43.1041,-9.2179,21.76,89,100,4.16,ES,1686145430
550,barcelos,41.5388,-8.6151,23.25,93,99,2.55,PT,1686145430
